หมายเลขบ่อน้ำบาดาล,ปีงบประมาณ,หน่วยงานเจ้าของบ่อ,หน่วยงานที่รับผิดชอบ,สถานะที่เจาะ,หมู่ที่,ชื่อหมู่บ้าน,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,ประเภทบ่อน้ำบาดาล,สถานะบ่อน้ำบาดาล,สภาพน้ำบาดาล,เครื่องสูบ,วันที่เริ่มเจาะ,วันที่สิ้นสุดการเจาะ,ความลึกเจาะ,ความลึกพัฒนา,ปริมาณน้ำ,ระยะน้ำลด,ระดับน้ำปกติ,ขนาดบ่อน้ำ,แรงม้า,ลงท่อดูด,วันที่ติดตั้งระบบปะปา,UTM_DATUM,ZoneNumber,ZoneDesignators,utme,utmn,LATITUDE,LONGITUDE,สถานะข้อมูล
PW10014,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,วัดราษฎร์นิยม,04,คลองลากค้อน,ราษฎร์นิยม,ไทรน้อย,นนทบุรี,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,,27/4/2531 0:00:00,200.00,,30.00,17.00,14.00,,,,,WGS84,47,P,643737,1555170,14.06363623,100.3312726,อนุมัติ
PW10015,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,วัดเนคขัมมาราม,5,คลองหน้าไม้ตาเทศ,หน้าไม้,ลาดหลุมแก้ว,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,10/4/2531 0:00:00,214.00,,30.00,14.70,15.30,,2.00,,,WGS84,47,P,645574,1554136,14.05419508,100.3482286,อนุมัติ
PW1005,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,โรงเรียนวัดห้วยพลู ( 1127/P313-336 ),4,บางปลาดุก,ห้วยพลู,นครชัยศรี,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,10/10/2516 0:00:00,131.00,131.00,60.00,22.00,9.00,150,2.00,,,WGS84,47,P,632348,1535128,,,อนุมัติ
PW10058,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านชีเพ็ญ,5,หัวอ่าว,บางช้าง,สามพราน,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,29/5/2531 0:00:00,177.20,177.15,20.00,7.50,27.50,100,2.00,,,WGS84,47,P,628402,1515339,,,อนุมัติ
PW10125,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,วัดพันธุวงษ์ ( 12628/1488-31 ),1,พันธุวงษ์,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,148.50,148.50,,,,,1.50,,,WGS84,47,P,636625,1504041,13.60178893,100.2629183,อนุมัติ
PW10153,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,วัดพันธุ์วงค์,1,พันธุวงษ์,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,21/4/2531 0:00:00,148.50,148.28,30.00,1.30,50.60,100,1.50,,,WGS84,47,P,632892,1503998,13.60157277,100.2284153,อนุมัติ
PW10183,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,วัดท่ากระบือ,5,ท่ากระบือ,บางยาง,กระทุ่มแบน,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,19/6/2531 0:00:00,149.00,148.69,15.00,10.00,36.50,100,5.00,,,WGS84,47,P,632151,1510708,13.6622662,100.2218786,อนุมัติ
PW1019,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,วัดบ้านม้า ( PW 1144-47P/EG11 ),3,ม้า,บ้านม้า,บางปะหัน,พระนครศรีอยุธยา,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),20/2/2516 0:00:00,25/2/2516 0:00:00,119.00,119.00,75.00,5.45,3.55,100,3.00,,,WGS84,47,P,663461,1602081,14.48657059,100.5167469,อนุมัติ
PW10260,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านล่าง,3,ล่าง,กาหลง,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,9/6/2531 0:00:00,119.50,117.40,30.00,0.20,19.10,100,3.00,,,WGS84,47,P,622635,1491723,13.49104958,100.1330906,อนุมัติ
PW10295,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านคลองคัดเค้า ( P12873/1733-31 ),6,คุ้งสำเภา,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,5/7/2531 0:00:00,162.00,162.00,35.00,1.00,30.50,100,30.00,,,WGS84,47,P,636137,1501006,13.57437504,100.2582634,อนุมัติ
PW10314,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,วัดกระช้าขาว ( 12907/1767-31 ),9,กระซ้าขาว,บ้านบ่อ,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,146.50,146.50,,,,,5.00,,,WGS84,47,P,630756,1489179,13.46770093,100.207998,อนุมัติ
PW10323,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,โรงเรียนวัดสว่างอารมณ์,4,แคแถว,ขุนแก้ว,นครชัยศรี,นครปฐม,,ใช้การได้,น้ำจืด,,,30/7/2531 0:00:00,110.00,110.00,20.00,7.00,25.00,,,,,WGS84,47,P,627677,1520076,13.78093736,100.2112547,อนุมัติ
PW10324,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านคลองใหม่,4,ดอนทอง,คลองใหม่,สามพราน,นครปฐม,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,16/7/2531 0:00:00,124.50,124.50,20.00,7.00,29.00,,3.00,,,WGS84,47,P,626263,1517720,13.73738138,100.1907132,อนุมัติ
PW10326,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านคลองคัทเค้า,7,คลองครุนอก,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,,13/7/2531 0:00:00,162.00,161.66,2.00,29.50,50.50,100,,,,WGS84,47,P,637149,1499817,13.56357904,100.2675583,อนุมัติ
PW10327,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านคอกกระบือ ( 12944/1804-31 ),5,กลางดอน,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,173.50,173.50,,,,,15.00,,,WGS84,47,P,642944,1504347,13.60425212,100.3213337,อนุมัติ
PW10351,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,วัดกระช้าขาว,9,กระซ้าขาว,บ้านบ่อ,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,30/7/2531 0:00:00,146.50,146.05,15.00,7.10,27.90,100,5.00,,,WGS84,47,P,630478,1489132,13.46728837,100.2054279,อนุมัติ
PW10352,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,วัดราษฎร์บำรุง,7,หลุมทองหลาง,สิงหนาท,ลาดบัวหลวง,พระนครศรีอยุธยา,,ใช้การได้,น้ำจืด,,,19/7/2531 0:00:00,217.00,,20.00,,6.00,,,,,WGS84,47,P,652684,1561888,14.12389036,100.4144952,อนุมัติ
PW10353,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,บ้านเกาะ,2,เกาะเรียน,เกาะเรียน,พระนครศรีอยุธยา,พระนครศรีอยุธยา,,ใช้การได้,น้ำจืด,,,14/7/2531 0:00:00,102.00,,20.00,12.50,12.00,,,,,WGS84,47,P,669291,1582687,14.31092692,100.5696031,อนุมัติ
PW10362,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านวังนางกุ ( 13009/1869-31 ),04,วังนางกุ,เกษตรพัฒนา,บ้านแพ้ว,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,119.50,119.50,,,,,3.00,,,WGS84,47,P,625085,1509714,13.65359326,100.1565117,อนุมัติ
PW10375,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านคอกกระบือ,5,กลางดอน,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,5/8/2531 0:00:00,173.50,173.20,15.00,7.50,32.50,100,,,,WGS84,47,P,642368,1505351,,,อนุมัติ
PW1042,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,โรงเรียนวัดบางปลา,4,ปากบ่อ,ชัยมงคล,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,4/4/2516 0:00:00,150.21,150.21,48.00,,12.50,100,5.00,,,WGS84,47,P,628414,1498549,13.55251258,100.1867834,อนุมัติ
PW10425,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,โรงเรียนวัดสุนทรสถิตย์ ( 13084/1944-31 ),02,ท้ายบ้านปากคลอง(ปลายคลอง),อำแพง,บ้านแพ้ว,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,121.50,121.50,,,,,5.00,,,WGS84,47,P,631485,1504471,13.60591261,100.2154333,อนุมัติ
PW10436,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านวังนากุ,02,บึงสองตอน,เกษตรพัฒนา,บ้านแพ้ว,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,28/8/2531 0:00:00,119.50,119.04,23.00,1.60,26.50,100,3.00,,,WGS84,47,P,625028,1512152,13.67563619,100.1560922,อนุมัติ
PW10466,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,บ้านหนองแห,9,หนองแห,ดอนหญ้านาง,ภาชี,พระนครศรีอยุธยา,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,14/4/2531 0:00:00,95.00,,25.00,9.10,7.40,,2.00,,,WGS84,47,P,685655,1602461,14.48858606,100.7226482,อนุมัติ
PW10473,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,บ้านโคกกระถิน,4,หนองหัวควาย,ดอนหญ้านาง,ภาชี,พระนครศรีอยุธยา,,ใช้การได้,น้ำจืด,สูบมือโยก,,14/7/2531 0:00:00,81.00,,17.00,10.50,5.00,,,,,WGS84,47,P,687183,1599889,14.46523738,100.7366407,อนุมัติ
