หมายเลขบ่อน้ำบาดาล,ปีงบประมาณ,หน่วยงานเจ้าของบ่อ,หน่วยงานที่รับผิดชอบ,สถานะที่เจาะ,หมู่ที่,ชื่อหมู่บ้าน,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,ประเภทบ่อน้ำบาดาล,สถานะบ่อน้ำบาดาล,สภาพน้ำบาดาล,เครื่องสูบ,วันที่เริ่มเจาะ,วันที่สิ้นสุดการเจาะ,ความลึกเจาะ,ความลึกพัฒนา,ปริมาณน้ำ,ระยะน้ำลด,ระดับน้ำปกติ,ขนาดบ่อน้ำ,แรงม้า,ลงท่อดูด,วันที่ติดตั้งระบบปะปา,UTM_DATUM,ZoneNumber,ZoneDesignators,utme,utmn,LATITUDE,LONGITUDE,สถานะข้อมูล
งฉ3285,2550,องค์การบริหารส่วนตำบล ( อบต.),,ผู้ใหญ่จินดา,1,ปากบ่อ,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2550 0:00:00,,350.00,,,72.00,,30.00,,,WGS84,47,P,631067,1498095,13.54829065,100.2112775,อนุมัติ
งฉ3286,2546,องค์การบริหารส่วนตำบล ( อบต.),,สมาน ทองถนอม,1,ปากบ่อ,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2543 0:00:00,,450.00,,,,,25.00,,,WGS84,47,P,629763,1497999,13.54748088,100.1992239,อนุมัติ
งฉ3287,2546,องค์การบริหารส่วนตำบล ( อบต.),,ถวิล กุ๋ยสาคร,2,ยกกระบัตร,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2541 0:00:00,,140.00,,,,,1.50,,,WGS84,47,P,632094,1499737,13.56308859,100.2208429,อนุมัติ
งฉ3288,2549,องค์การบริหารส่วนตำบล ( อบต.),,ธรรมรัตน์ เงินสมบัติ,2,ยกกระบัตร,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2549 0:00:00,,350.00,,,72.00,,25.00,,,WGS84,47,P,632994,1499912,13.56462982,100.2291677,อนุมัติ
งฉ3289,2549,องค์การบริหารส่วนตำบล ( อบต.),,มานะ,2,ยกกระบัตร,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2549 0:00:00,,380.00,,,,,1.50,,,WGS84,47,P,633006,1500151,13.56678989,100.2292897,อนุมัติ
งฉ3291,2546,องค์การบริหารส่วนตำบล ( อบต.),,โกมินทร์,4,คลองปีกนก,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2542 0:00:00,,250.00,,,64.00,,15.00,,,WGS84,47,P,634011,1499207,13.55821004,100.2385325,อนุมัติ
งฉ3292,2551,องค์การบริหารส่วนตำบล ( อบต.),,อาคารเฉลิมพระเกียรติ,4,คลองปีกนก,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2551 0:00:00,,350.00,,,,,30.00,,,WGS84,47,P,634195,1498668,13.55332894,100.2402075,อนุมัติ
งฉ3294,2546,องค์การบริหารส่วนตำบล ( อบต.),,เล็ก ไม้ชุน,5,ท่าทราย,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2541 0:00:00,,160.00,,,,,1.50,,,WGS84,47,P,634148,1498092,13.54812395,100.2397462,อนุมัติ
งฉ3295,2548,องค์การบริหารส่วนตำบล ( อบต.),,ขุนพรหม มากเปี่ยม,4,คลองปีกนก,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,380.00,,,54.00,,15.00,,,WGS84,47,P,633729,1498461,13.55147896,100.2358919,อนุมัติ
งฉ3296,2546,องค์การบริหารส่วนตำบล ( อบต.),,องค์การบริหารส่วนตำบลวิทูลย์,5,ท่าทราย,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2541 0:00:00,,150.00,,,,,1.50,,,WGS84,47,P,635067,1499316,13.55914685,100.2482956,อนุมัติ
งฉ3297,2546,องค์การบริหารส่วนตำบล ( อบต.),,ในโรงแรมพาราไดร์,8,คลองครุ,ท่าทราย,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2525 0:00:00,,360.00,,,,,30.00,,,WGS84,47,P,638889,1499619,13.56170697,100.2836273,อนุมัติ
งฉ3298,2551,องค์การบริหารส่วนตำบล ( อบต.),,วัดบางกระเจ้า,6,กระเจ้า,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2551 0:00:00,,240.00,,,,,25.00,,,WGS84,47,P,629669,1494441,13.51531948,100.1981944,อนุมัติ
งฉ3300,2546,องค์การบริหารส่วนจังหวัด ( อบจ.),,เจียน ปานธง,4,บางสีคต,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,,ใช้การได้,,,,1/1/2539 0:00:00,,145.00,,,,,,,,WGS84,47,P,631937,1494696,13.51752365,100.21916,อนุมัติ
งฉ3301,2546,องค์การบริหารส่วนตำบล ( อบต.),,เจียน ปานธง,4,บางสีคต,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,,ใช้การได้,,,,1/1/2542 0:00:00,,148.00,,,50.00,,,,,WGS84,47,P,631956,1494705,13.51760416,100.219336,อนุมัติ
งฉ3302,2549,องค์การบริหารส่วนตำบล ( อบต.),,เจียน ปานธง,4,บางสีคต,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2549 0:00:00,,162.00,,,,,1.50,,,WGS84,47,P,631957,1494702,13.517577,100.2193451,อนุมัติ
งฉ3303,2546,องค์การบริหารส่วนจังหวัด ( อบจ.),,วัดศรีวนาราม,7,บางกระเจ้า,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2536 0:00:00,,160.00,,,45.00,,1.50,,,WGS84,47,P,631973,1492931,13.50156591,100.2194115,อนุมัติ
งฉ3304,2546,องค์การบริหารส่วนจังหวัด ( อบจ.),,นายมา,7,บางกระเจ้า,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,,1/1/2537 0:00:00,,145.00,,,40.00,,,,,WGS84,47,P,631946,1491624,13.48975144,100.2191021,อนุมัติ
งฉ3306,2548,องค์การบริหารส่วนตำบล ( อบต.),,ข้างโรงเรียนวัดบ้านชายทะเล,1,ชายทะเล,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,210.00,,,40.00,,10.00,,,WGS84,47,P,632186,1489844,13.47364891,100.2212375,อนุมัติ
งฉ3307,2546,องค์การบริหารส่วนจังหวัด ( อบจ.),,นายเผื่อน,7,บางกระเจ้า,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,,ใช้การได้,,,,1/1/2542 0:00:00,,200.00,,,42.00,,,,,WGS84,47,P,629889,1494720,13.51783201,100.2002396,อนุมัติ
งฉ3308,2546,องค์การบริหารส่วนจังหวัด ( อบจ.),,ศาลเจ้าพ่อจำปี,5,บางกระเจ้าน้อย,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2542 0:00:00,,131.00,,,,,1.50,,,WGS84,47,P,630265,1494818,13.51870129,100.2037179,อนุมัติ
งฉ3309,2546,องค์การบริหารส่วนตำบล ( อบต.),,เสมียน ปั้นอุดม,8,ปากบ่อ,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2541 0:00:00,,200.00,,,45.00,,1.50,,,WGS84,47,P,629462,1498085,,,อนุมัติ
งฉ3314,2546,องค์การบริหารส่วนตำบล ( อบต.),,นายเอี้ยงก่อสร้าง,2,บางไผ่เตี้ย,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,250.00,,,21.00,,25.00,,,WGS84,47,P,632894,1497645,13.54414016,100.2281384,อนุมัติ
งฉ3345,2550,องค์การบริหารส่วนตำบล ( อบต.),,ศูนย์เด็กเล็ก อบต.คลองสาม,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2550 0:00:00,,200.00,,,,,10.00,,,WGS84,47,P,680192,1557139,14.07933557,100.6689516,อนุมัติ
งฉ3346,2546,องค์การบริหารส่วนตำบล ( อบต.),,บ้านนายนวล  มุกดา,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2538 0:00:00,,180.00,,,,,3.00,,,WGS84,47,P,679630,1555747,14.06679047,100.6636569,อนุมัติ
งฉ3347,2546,องค์การบริหารส่วนตำบล ( อบต.),,บ้านนายประจวบ,08,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,180.00,,,18.00,,10.00,,,WGS84,47,P,679453,1554641,14.0568056,100.6619459,อนุมัติ
งฉ3348,2546,องค์การบริหารส่วนจังหวัด ( อบจ.),,ที่ตั้งประปา ม.3,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2538 0:00:00,,140.00,,,,,10.00,,,WGS84,47,P,679279,1551504,14.02846401,100.6601306,อนุมัติ
งฉ3349,2546,องค์การบริหารส่วนตำบล ( อบต.),,โรงเรียนสามัคคี,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2539 0:00:00,,120.00,,,,,5.00,,,WGS84,47,P,679558,1551260,14.02624097,100.6626975,อนุมัติ
งฉ3350,2546,องค์การบริหารส่วนตำบล ( อบต.),,บ้านนายวันชัย  นรหมัด,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2542 0:00:00,,185.00,,,,,10.00,,,WGS84,47,P,679635,1549845,14.01344709,100.6633182,อนุมัติ
งฉ3351,2546,องค์การบริหารส่วนตำบล ( อบต.),,ศูนย์เด็กเล็ก อบต.คลองสาม,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,180.00,,,,,5.00,,,WGS84,47,P,679522,1557339,14.08118604,100.662761,อนุมัติ
งฉ3352,2546,องค์การบริหารส่วนตำบล ( อบต.),,ที่ตั้งประปา ม.9,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,180.00,,,,,5.00,,,WGS84,47,P,679222,1558085,14.08794761,100.6600319,อนุมัติ
งฉ3353,2546,องค์การบริหารส่วนตำบล ( อบต.),,ที่ตั้งประปา ม.10,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,,ใช้การได้,,,,1/1/2539 0:00:00,,,,,,,,,,WGS84,47,P,679511,1559469,14.10043789,100.6627985,อนุมัติ
งฉ3354,2546,องค์การบริหารส่วนตำบล ( อบต.),,ที่ตั้งประปา ม.10,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,180.00,,,,,15.00,,,WGS84,47,P,679512,1559470,14.10044687,100.6628078,อนุมัติ
งฉ3355,2546,องค์การบริหารส่วนจังหวัด ( อบจ.),,ที่ตั้งประปา ม.11,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2538 0:00:00,,185.00,,,,,5.00,,,WGS84,47,P,679585,1560789,14.11236343,100.6635703,อนุมัติ
งฉ3356,2550,องค์การบริหารส่วนตำบล ( อบต.),,ที่ตั้งประปา ม.12,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2550 0:00:00,,195.00,,,,,10.00,,,WGS84,47,P,679761,1561251,14.11652775,100.6652305,อนุมัติ
งฉ3357,2546,องค์การบริหารส่วนจังหวัด ( อบจ.),,ที่ตั้งประปา ม.13,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2538 0:00:00,,178.00,,,,,5.00,,,WGS84,47,P,679568,1561735,14.12091454,100.6634749,อนุมัติ
งฉ3358,2550,องค์การบริหารส่วนตำบล ( อบต.),,ที่ตั้งประปา ม.16,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2550 0:00:00,,180.00,,,,,10.00,,,WGS84,47,P,679838,1566831,14.16695511,100.6663108,อนุมัติ
งฉ3359,2546,องค์การบริหารส่วนตำบล ( อบต.),,ชุมชนโสมนัส,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,180.00,,,,,5.00,,,WGS84,47,P,680355,1567024,14.16866613,100.6711125,อนุมัติ
งฉ3360,2546,องค์การบริหารส่วนตำบล ( อบต.),,ที่ทำการ อบต.คลองสาม,13,คลองสาม,คลองสาม,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,185.00,,,,,10.00,,,WGS84,47,P,679828,1557099,14.07899735,100.6655786,อนุมัติ
งฉ3361,2549,องค์การบริหารส่วนตำบล ( อบต.),,ปากทางเข้าบ้านแสงมณี,4,แสนสุข,บึงบา,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2549 0:00:00,,160.00,,,24.00,,3.00,,,WGS84,47,P,696888,1558413,14.08973007,100.8236293,อนุมัติ
งฉ3363,2550,องค์การบริหารส่วนตำบล ( อบต.),,วัดบึงบอน,4,บึงบอนสอง,บึงบอน,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2550 0:00:00,,351.00,,,24.00,,15.00,,,WGS84,47,P,691845,1556694,14.07454324,100.7768157,อนุมัติ
งฉ3365,2546,องค์การบริหารส่วนตำบล ( อบต.),,บริเวณบ้านนายสมศักดิ์,3,บึงบอนใต้,บึงบอน,หนองเสือ,ปทุมธานี,,ใช้การได้,,,,1/1/2539 0:00:00,,120.00,,,,,,,,WGS84,47,P,692076,1555776,14.066231,100.7788903,อนุมัติ
งฉ3366,2546,องค์การบริหารส่วนตำบล ( อบต.),,บ้านนายจ๊ะ,09,บึงบอนฝั่งตะวันตก,บึงบอน,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2540 0:00:00,,120.00,,,,,5.00,,,WGS84,47,P,692035,1554825,14.05763907,100.7784443,อนุมัติ
งฉ3367,2546,องค์การบริหารส่วนตำบล ( อบต.),,ที่ทำการผู้ใหญ่บ้านสวงค์ กฎีทอง,6,พรสวรรค์,บึงบอน,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2540 0:00:00,,120.00,,,22.00,,3.00,,,WGS84,47,P,691904,1561025,14.11368084,100.777665,อนุมัติ
งฉ3369,2546,องค์การบริหารส่วนตำบล ( อบต.),,บริเวณบ้านตาหงอ  คำยนต์,2,บึงบอนพัฒนา,บึงบอน,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2539 0:00:00,,100.00,,,,,3.00,,,WGS84,47,P,694415,1559074,14.09587596,100.8007787,อนุมัติ
งฉ3370,2546,องค์การบริหารส่วนตำบล ( อบต.),,บริเวณบ้านนายนิตย์,2,บึงบอนพัฒนา,บึงบอน,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2539 0:00:00,,120.00,,,,,3.00,,,WGS84,47,P,694391,1556008,14.06816881,100.8003393,อนุมัติ
งฉ3372,2546,องค์การบริหารส่วนตำบล ( อบต.),,ศูนย์เด็กเล็ก  ม.7,7,สปก.,บึงบอน,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2544 0:00:00,,120.00,,,28.00,,5.00,,,WGS84,47,P,689556,1559175,14.09712081,100.7557941,อนุมัติ
งฉ3373,2548,,,บริเวณบ้านคุณบุญช่วย  ธรรมชุบ,3,คชสาร,บึงกาสาม,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,120.00,,,24.00,,3.00,,,WGS84,47,P,696768,1566722,14.1648294,100.8231159,อนุมัติ
งฉ3374,2548,องค์การบริหารส่วนตำบล ( อบต.),,บ้าน จสอ.นฤดล รักงาน,8,เจริญสุขพัฒนา,บึงกาสาม,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,140.00,,,24.00,,3.00,,,WGS84,47,P,694381,1566464,14.16266476,100.8009891,อนุมัติ
งฉ3376,2548,องค์การบริหารส่วนจังหวัด ( อบจ.),,บริเวณบ้านคุณทองอยู่  ใยบัวขาว,5,แสนสุขสกัดห้า,บึงกาสาม,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,160.00,,,,,3.00,,,WGS84,47,P,698093,1576042,14.20068337,100.8241715,อนุมัติ
งฉ3377,2546,องค์การบริหารส่วนตำบล ( อบต.),,บ้านบึงสัมพันธ์,1,บึงสัมพันธ์,บึงกาสาม,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2538 0:00:00,,120.00,,,22.00,,3.00,,,WGS84,47,P,699112,1572780,14.21941039,100.8452691,อนุมัติ
งฉ3378,2546,องค์การบริหารส่วนตำบล ( อบต.),,บริเวณบ้านนายทวี,9,หนองบัวทอง,บึงกาสาม,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,120.00,,,28.00,,3.00,,,WGS84,47,P,696697,1572523,14.21725949,100.8228776,อนุมัติ
งฉ3379,2546,องค์การบริหารส่วนตำบล ( อบต.),,บริเวณบ้านคุณมนัส เรืองสุขา,4,เจริญบุญ,บึงกาสาม,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2540 0:00:00,,120.00,,,20.00,,3.00,,,WGS84,47,P,696785,1571601,14.20892095,100.823626,อนุมัติ
งฉ3380,2546,,,บ้านบึงสมบูรณ์,02,บึงสมบูญ,บึงกาสาม,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,,,1/1/2541 0:00:00,,,,,,,,,,WGS84,47,P,699203,1566636,14.16387973,100.8456624,อนุมัติ
งฉ3381,2551,องค์การบริหารส่วนตำบล ( อบต.),,บ้านปทุมทรัพย์,4,ปทุมทรัพย์,บึงชำอ้อ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2551 0:00:00,,210.00,,,,,7.00,,,WGS84,47,P,693117,1563085,14.13221481,100.7890429,อนุมัติ
งฉ3382,2546,องค์การบริหารส่วนตำบล ( อบต.),,บริเวณบ้านนายว้อ,7,ศาลาลอย,บึงบา,หนองเสือ,ปทุมธานี,,ใช้การได้,,,,1/1/2541 0:00:00,,,,,,,,,,WGS84,47,P,694436,1561687,14.11948929,100.8011586,อนุมัติ
งฉ3383,2549,องค์การบริหารส่วนตำบล ( อบต.),,บริเวณบ้านเลขที่ 6/3 ม.7,7,ศาลาลอย,บึงบา,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2549 0:00:00,,210.00,,,,,3.00,,,WGS84,47,P,694429,1561927,14.12165876,100.8011108,อนุมัติ
งฉ3384,2546,องค์การบริหารส่วนตำบล ( อบต.),,ที่ตั้งประปาหมู่ 8,8,ทุ่งรวงทอง,บึงบา,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2541 0:00:00,,120.00,,,,,3.00,,,WGS84,47,P,694472,1559139,14.09645945,100.8013111,อนุมัติ
งฉ3385,2546,องค์การบริหารส่วนตำบล ( อบต.),,บริเวณบ้านคุณกรรณิการ์  จันทร์โพธิ์ศรี,3,แสงมณี,บึงบา,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2543 0:00:00,,132.00,,,24.00,,5.00,,,WGS84,47,P,696998,1557853,14.08466147,100.8246076,อนุมัติ
งฉ3386,2546,,,หมู่บ้านสวนศรีปทุม,01,ไทรน้อย,บึงบา,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2541 0:00:00,,120.00,,,,,3.00,,,WGS84,47,P,699202,1563288,14.13362337,100.8454089,อนุมัติ
งฉ3387,2552,องค์การบริหารส่วนตำบล ( อบต.),,บริเวณบ้านนายประเสริฐ  ลิ่มสอน,07,หนองสีพัฒนา,นพรัตน์,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2552 0:00:00,,180.00,,,35.00,,2.00,,,WGS84,47,P,699613,1567522,14.17185739,100.8495246,อนุมัติ
งฉ3388,2546,องค์การบริหารส่วนตำบล ( อบต.),,โรงเรียนคลอง 11,07,หนองสีพัฒนา,นพรัตน์,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,120.00,,,,,3.00,,,WGS84,47,P,699249,1569698,14.19154819,100.8463124,อนุมัติ
งฉ3389,2547,องค์การบริหารส่วนตำบล ( อบต.),,บริเวณบ้านนายบุญช่วย,4,หนองสัมพันธ์,นพรัตน์,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2547 0:00:00,,160.00,,,,,2.00,,,WGS84,47,P,699213,1572839,14.21993636,100.8462091,อนุมัติ
งฉ3392,2552,องค์การบริหารส่วนตำบล ( อบต.),,บริเวณบ้านนางเหรียญ  กำจัดภัย,11,หมู่มอญ,บึงชำอ้อ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2552 0:00:00,,210.00,,,32.00,,,,,WGS84,47,P,690730,1562525,14.12731727,100.7668981,อนุมัติ
งฉ3393,2546,องค์การบริหารส่วนตำบล ( อบต.),,วัดหัวช้าง,3,ศรีคัดณางค์,บึงชำอ้อ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2541 0:00:00,,120.00,,,24.00,,7.00,,,WGS84,47,P,694144,1566467,14.16270834,100.7987942,อนุมัติ
งฉ3395,2547,องค์การบริหารส่วนตำบล ( อบต.),,บริเวณบ้านนายสนั่น  แสงเดช,7,หนองนาค,บึงชำอ้อ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2547 0:00:00,,120.00,,,,,7.00,,,WGS84,47,P,691902,1569506,14.19032806,100.7782427,อนุมัติ
งฉ3398,2551,องค์การบริหารส่วนตำบล ( อบต.),,ซอยร่วมสุข 4/20,1,คลองบ้านใหม่,บ้านใหม่,เมืองปทุมธานี,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2551 0:00:00,,300.00,,,24.00,,25.00,,,WGS84,47,P,668063,1543030,13.95256043,100.555783,อนุมัติ
งฉ3400,2546,องค์การบริหารส่วนตำบล ( อบต.),,บ้านคลองรังสิตฝั่งเหนือ,3,คลองรังสิตฝั่งเหนือ,บ้านใหม่,เมืองปทุมธานี,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2544 0:00:00,,300.00,,,30.00,,25.00,,,WGS84,47,P,668265,1544765,13.96823055,100.5577578,อนุมัติ
